Year,Province,Division,District,Admin_Type,Urban_Rural,Dominant_Sector,Population,Population_Density,Area_km2,Literacy_Rate,Male_Literacy,Female_Literacy,GDP_Per_Capita,Poverty_Rate,Unemployment_Rate,Num_Schools,Num_Hospitals,Electricity_Access,Water_Access,Road_Network_km,Annual_Rainfall_mm,Avg_Temperature_C,Crime_Rate_per100k,Health_Expenditure_PKR,Education_Expenditure_PKR,Agriculture_Share_pct,Infant_Mortality_per1000,Life_Expectancy
2022,Punjab,Multan,Multan,District,Urban,Education,5562673,706.69,7871.4,61.21,67.4,48.11,82221.0,36.23,14.76,1131,89,69.08,62.81,3025,224.7,18.4,32.34,3723.0,5236.0,24.41,46.54,62.89
2023,Punjab,Multan,Multan,District,Urban,Construction,5335331,1074.03,4967.6,63.82,73.73,49.96,71938.0,25.41,8.11,2345,67,58.69,57.4,3992,556.4,27.4,20.03,2528.0,3491.0,37.0,34.7,68.33
2024,Punjab,Multan,Multan,District,Urban,Mining,5902496,738.47,7992.9,70.58,81.62,63.81,117879.0,22.4,12.17,1232,86,73.05,65.33,5444,435.5,21.2,29.28,3612.0,3744.0,13.98,32.3,68.42
2015,Punjab,Multan,Pakpattan,District,Urban,Education,5845216,2221.77,2630.9,65.85,73.66,46.88,63038.0,24.97,10.41,1248,71,67.63,62.63,2375,351.0,19.5,26.85,2014.0,2630.0,48.65,44.42,61.2
2016,Punjab,Multan,Pakpattan,District,Rural,Manufacturing,5910268,1613.84,3662.2,61.6,66.25,50.16,94886.0,31.31,10.94,1508,65,61.08,63.29,1312,488.1,31.1,25.98,1931.0,4975.0,33.03,46.01,66.32
2017,Punjab,Multan,Pakpattan,District,Semi-Urban,Manufacturing,5992913,762.54,7859.2,69.53,77.27,56.99,64374.0,31.01,10.63,1954,70,74.96,67.24,4238,417.0,19.8,22.44,2060.0,3725.0,45.52,42.64,67.32
2018,Punjab,Multan,Pakpattan,District,Urban,Agriculture,6124848,1624.92,3769.3,74.42,76.64,68.4,58782.0,11.89,9.13,1236,96,69.25,83.01,2148,410.9,26.4,30.25,1554.0,3714.0,47.49,40.25,72.46
2019,Punjab,Multan,Pakpattan,District,Urban,Education,6443529,1085.54,5935.8,69.29,72.37,53.57,115314.0,26.95,10.69,2096,75,71.35,75.19,3958,599.4,30.2,13.27,2308.0,4320.0,19.6,32.64,66.43
2020,Punjab,Multan,Pakpattan,District,Rural,Services,6334756,2177.54,2909.1,63.72,73.22,44.38,131517.0,29.15,9.4,1792,98,69.04,68.17,1198,564.0,23.0,20.45,3014.0,5618.0,32.3,47.0,67.32
2021,Punjab,Multan,Pakpattan,District,Rural,Manufacturing,6233959,2336.0,2668.6,56.54,66.02,37.87,76588.0,28.0,6.77,2990,84,56.92,49.33,2482,502.2,24.8,21.12,2898.0,4054.0,44.76,49.91,61.14
2022,Punjab,Multan,Pakpattan,District,Semi-Urban,Agriculture,6885050,1510.6,4557.8,56.65,62.79,45.01,66222.0,33.9,7.52,1457,171,57.0,64.82,4596,258.2,21.8,33.5,2993.0,3636.0,48.15,51.6,59.26
2023,Punjab,Multan,Pakpattan,District,Rural,Mining,7577550,996.54,7603.9,70.45,78.64,59.51,118580.0,26.07,10.24,2083,98,71.48,75.98,4889,299.6,31.7,8.01,3483.0,7791.0,29.82,36.38,66.08
2024,Punjab,Multan,Pakpattan,District,Urban,Services,6522576,2652.38,2459.1,70.52,79.39,64.64,96735.0,31.66,10.92,2218,81,65.13,72.22,1283,489.0,27.5,34.66,4630.0,6343.0,31.5,29.92,67.49
2015,Punjab,Multan,Sahiwal,District,Rural,Education,1389702,378.81,3668.6,70.03,74.51,58.71,83265.0,16.66,12.41,332,25,71.97,74.58,1515,422.1,23.5,14.49,2951.0,3364.0,53.91,31.12,68.37
2016,Punjab,Multan,Sahiwal,District,Semi-Urban,Construction,1416536,342.05,4141.3,68.85,72.64,55.15,56439.0,31.16,9.59,659,18,71.74,64.55,4964,254.4,25.4,22.69,2284.0,2312.0,23.2,34.02,68.62
2017,Punjab,Multan,Sahiwal,District,Urban,Construction,1481717,290.51,5100.4,64.51,69.66,45.54,116260.0,32.72,8.99,449,22,62.97,63.55,5001,264.7,29.5,18.98,3511.0,7638.0,48.93,39.75,60.15
2018,Punjab,Multan,Sahiwal,District,Urban,Construction,1493406,530.72,2813.9,56.88,62.57,39.02,113874.0,31.79,14.85,505,28,62.91,64.45,2827,211.6,19.8,28.85,5196.0,4256.0,45.95,55.86,60.1
2019,Punjab,Multan,Sahiwal,District,Urban,Manufacturing,1507022,1662.57,906.4,66.98,70.58,51.85,111021.0,19.65,15.72,472,25,69.4,61.51,396,221.5,27.7,22.7,2823.0,6715.0,18.4,35.43,62.28
2020,Punjab,Multan,Sahiwal,District,Rural,Agriculture,1544132,377.75,4087.7,57.71,62.52,51.52,135142.0,34.66,11.14,388,26,53.95,55.37,2596,226.9,18.4,35.62,6645.0,6775.0,54.26,46.25,58.45
2021,Punjab,Multan,Sahiwal,District,Rural,Mining,1697568,387.75,4378.0,59.5,65.46,46.76,104207.0,30.9,13.68,536,38,64.96,70.17,1817,206.0,24.6,18.61,4818.0,3847.0,41.99,49.6,61.98
2022,Punjab,Multan,Sahiwal,District,Urban,Agriculture,1650657,430.91,3830.7,61.96,65.6,53.01,141485.0,30.29,11.75,378,40,67.79,61.59,1656,597.7,23.7,30.78,3300.0,5176.0,46.54,40.5,62.83
2023,Punjab,Multan,Sahiwal,District,Semi-Urban,Healthcare,1566689,260.44,6015.6,62.81,69.42,49.83,86246.0,28.42,13.4,336,25,62.98,67.32,5245,491.8,30.1,9.4,2678.0,3501.0,25.77,42.43,65.09
2024,Punjab,Multan,Sahiwal,District,Urban,Construction,1703078,1194.69,1425.5,62.79,65.26,43.54,94027.0,28.84,12.17,463,20,64.06,70.94,754,344.8,28.5,10.7,3722.0,3893.0,40.41,38.75,62.45
2015,Punjab,Multan,Vehari,District,Urban,Construction,3592377,525.1,6841.3,59.36,69.01,46.3,110151.0,35.73,4.62,1610,74,56.33,69.15,6252,593.9,22.0,29.42,4254.0,6898.0,42.89,44.56,59.45
2016,Punjab,Multan,Vehari,District,Rural,Construction,3635922,576.98,6301.7,60.05,70.73,54.59,83235.0,36.1,6.41,847,66,58.45,63.88,5775,496.9,24.8,28.4,3711.0,5486.0,34.98,48.11,64.42
2017,Punjab,Multan,Vehari,District,Urban,Healthcare,3729018,815.66,4571.8,58.42,62.36,42.7,55016.0,33.43,10.39,846,84,64.34,68.9,5399,530.7,21.6,10.06,1637.0,2851.0,27.4,50.79,60.97
2018,Punjab,Multan,Vehari,District,Rural,Healthcare,3933995,546.13,7203.5,61.76,64.8,47.25,75551.0,25.0,8.45,1314,73,60.17,53.21,4730,568.3,27.8,41.21,2586.0,3133.0,13.11,42.83,61.97
2019,Punjab,Multan,Vehari,District,Rural,Services,4084628,1321.86,3090.1,69.03,73.13,51.64,121886.0,25.64,9.13,1622,73,75.88,77.78,2841,304.7,24.0,20.42,4175.0,6677.0,34.08,37.74,66.92
2020,Punjab,Multan,Vehari,District,Semi-Urban,Mining,3990801,3061.26,1303.6,60.81,68.17,53.96,120948.0,33.84,9.52,1016,50,68.38,66.21,1166,328.2,27.0,28.99,5591.0,7186.0,53.22,39.72,62.35
2021,Punjab,Multan,Vehari,District,Urban,Manufacturing,4291926,1162.53,3691.9,68.05,73.19,48.15,107008.0,22.25,10.28,1141,60,63.57,75.58,3890,476.2,18.9,28.28,2476.0,6805.0,36.04,28.84,69.66
2022,Punjab,Multan,Vehari,District,Semi-Urban,Mining,4329629,1929.31,2244.1,76.93,80.25,69.31,83949.0,19.24,13.48,977,47,84.04,76.2,1983,585.4,27.9,15.82,3171.0,3065.0,19.17,32.67,69.81
2023,Punjab,Multan,Vehari,District,Rural,Mining,4075152,3198.64,1274.0,74.08,81.74,54.92,113534.0,17.04,9.87,827,41,76.56,72.97,1376,356.8,29.4,20.89,5418.0,6638.0,54.25,39.62,65.54
2024,Punjab,Multan,Vehari,District,Rural,Agriculture,4444261,2790.23,1592.8,69.98,76.6,57.15,85361.0,22.07,13.96,2082,94,65.76,63.0,1782,200.8,18.9,27.15,3008.0,4717.0,27.07,36.94,61.95
2015,Punjab,Rawalpindi,Attok,District,Rural,Mining,4656622,1134.01,4106.3,55.55,66.72,46.21,105539.0,30.6,11.47,1474,114,51.24,53.12,2301,349.1,29.2,32.29,3122.0,4196.0,20.59,43.72,64.77
2016,Punjab,Rawalpindi,Attok,District,Rural,Services,4813015,780.91,6163.4,54.28,60.37,44.56,93828.0,26.22,15.63,1104,85,60.6,61.47,6464,420.1,19.9,44.77,4101.0,2946.0,54.21,41.83,61.27
2017,Punjab,Rawalpindi,Attok,District,Semi-Urban,Agriculture,4797027,7653.66,626.8,62.51,70.4,43.23,109878.0,28.54,11.07,1064,74,59.0,60.54,374,526.2,31.2,30.29,5174.0,3499.0,29.69,37.3,67.13
2018,Punjab,Rawalpindi,Attok,District,Urban,Manufacturing,4953590,1446.51,3424.5,69.51,78.55,53.88,122373.0,27.83,10.86,1765,111,76.13,66.94,4068,348.4,30.1,21.27,2453.0,5859.0,50.13,39.89,66.43
2019,Punjab,Rawalpindi,Attok,District,Urban,Manufacturing,5002991,754.08,6634.6,58.93,62.88,45.51,87925.0,26.55,12.48,1053,89,62.32,50.93,3747,446.1,23.1,22.88,2130.0,4517.0,28.89,40.37,61.39
2020,Punjab,Rawalpindi,Attok,District,Rural,Education,5247671,3096.35,1694.8,65.46,68.64,50.93,108142.0,32.78,10.43,1373,60,66.83,66.44,1515,423.2,25.3,23.21,3737.0,5902.0,33.81,36.05,64.19
2021,Punjab,Rawalpindi,Attok,District,Rural,Construction,5216475,1056.99,4935.2,69.68,71.91,61.13,91020.0,29.03,11.47,2052,77,63.88,68.32,5394,350.8,27.7,36.68,3907.0,4036.0,13.91,37.77,67.2
2022,Punjab,Rawalpindi,Attok,District,Rural,Manufacturing,5775172,1195.73,4829.8,68.57,79.55,49.42,115500.0,25.55,10.15,1285,112,61.94,77.84,5538,421.3,18.1,16.07,5026.0,5134.0,26.58,43.95,66.88
2023,Punjab,Rawalpindi,Attok,District,Rural,Healthcare,5575310,4030.33,1383.3,64.46,67.21,56.69,148292.0,25.14,12.3,1611,97,59.37,69.75,1454,395.3,23.4,24.84,5419.0,6112.0,34.38,42.24,62.67
2024,Punjab,Rawalpindi,Attok,District,Rural,Services,5826408,771.74,7549.7,68.0,78.11,56.26,119088.0,24.88,9.88,1761,115,63.32,76.66,7163,333.7,26.2,28.46,3691.0,7937.0,49.67,37.91,67.14
2015,Punjab,Rawalpindi,Chakwal,District,Urban,Agriculture,1706228,517.61,3296.4,56.73,67.42,49.83,97309.0,31.37,11.16,379,39,57.58,58.33,3096,201.2,26.1,33.47,1999.0,5777.0,32.36,42.09,64.75
2016,Punjab,Rawalpindi,Chakwal,District,Rural,Manufacturing,1725993,231.99,7440.1,62.36,69.06,44.64,80497.0,25.03,8.59,367,26,70.38,62.19,8389,284.5,19.9,35.06,3086.0,5272.0,17.99,48.04,65.85
2017,Punjab,Rawalpindi,Chakwal,District,Urban,Agriculture,1817656,1937.63,938.1,67.12,70.02,55.33,74305.0,26.38,4.38,525,22,74.09,67.38,610,264.4,21.7,18.02,3568.0,4976.0,54.72,36.6,63.18
2018,Punjab,Rawalpindi,Chakwal,District,Urban,Healthcare,1863741,453.35,4111.0,56.57,68.32,42.96,83456.0,34.53,13.4,856,30,59.35,62.05,2949,579.5,19.3,21.42,3690.0,5779.0,37.47,40.32,60.43
2019,Punjab,Rawalpindi,Chakwal,District,Semi-Urban,Construction,1893840,511.09,3705.5,61.32,64.68,44.0,81508.0,30.7,11.78,446,44,60.63,71.06,1348,544.9,24.2,1.12,2682.0,3469.0,11.97,48.32,66.27
2020,Punjab,Rawalpindi,Chakwal,District,Rural,Manufacturing,1796528,741.39,2423.2,63.79,68.72,53.88,134562.0,27.73,9.17,437,18,58.71,64.31,2466,514.1,25.9,20.88,4798.0,6261.0,46.48,36.69,61.9
2021,Punjab,Rawalpindi,Chakwal,District,Urban,Manufacturing,1965802,283.63,6931.0,58.81,67.05,52.49,78219.0,36.75,9.26,647,25,57.11,59.43,8176,246.2,29.7,36.42,2039.0,3319.0,42.44,46.49,59.02
2022,Punjab,Rawalpindi,Chakwal,District,Semi-Urban,Services,2006941,319.64,6278.8,64.05,72.89,53.0,80555.0,24.88,10.77,464,47,62.63,57.51,3089,509.9,27.3,25.78,3742.0,4964.0,13.09,45.08,67.15
2023,Punjab,Rawalpindi,Chakwal,District,Semi-Urban,Construction,1983470,318.4,6229.6,58.32,64.68,38.64,86660.0,28.94,17.05,443,32,66.27,57.99,2955,224.2,30.1,32.47,3158.0,6031.0,43.54,56.85,65.29
2024,Punjab,Rawalpindi,Chakwal,District,Urban,Construction,2323622,310.56,7482.1,64.24,72.55,47.28,145597.0,26.02,13.0,661,31,72.33,60.96,8406,291.1,30.9,24.16,5271.0,6295.0,48.24,49.82,64.34
2015,Punjab,Rawalpindi,Jhelum,District,Rural,Agriculture,1434432,247.95,5785.2,66.26,75.55,52.79,114037.0,23.23,9.47,451,21,64.67,57.92,4551,584.4,20.2,15.35,3421.0,6914.0,10.44,36.13,62.3
2016,Punjab,Rawalpindi,Jhelum,District,Semi-Urban,Agriculture,1452618,252.68,5748.8,66.71,76.5,60.21,87087.0,18.39,13.23,346,18,69.04,74.5,4834,239.9,19.2,13.15,3536.0,3108.0,52.36,35.59,66.37
2017,Punjab,Rawalpindi,Jhelum,District,Rural,Services,1522190,396.52,3838.9,56.84,61.99,38.05,104905.0,39.35,9.8,480,18,53.81,60.99,3565,362.4,26.7,32.57,2360.0,3890.0,51.4,51.19,60.94
2018,Punjab,Rawalpindi,Jhelum,District,Semi-Urban,Agriculture,1477968,976.04,1514.2,61.52,67.69,54.15,61874.0,35.33,9.28,446,25,67.27,63.61,561,548.8,18.8,37.38,1443.0,2387.0,46.56,45.9,61.01
2019,Punjab,Rawalpindi,Jhelum,District,Urban,Construction,1601880,225.97,7088.8,61.63,66.46,56.15,71414.0,21.55,11.78,326,20,65.77,57.58,2763,453.5,26.6,41.13,2377.0,2689.0,53.01,45.34,64.71
2020,Punjab,Rawalpindi,Jhelum,District,Urban,Services,1531851,1757.96,871.4,65.87,68.35,48.43,106024.0,30.67,12.1,500,18,69.4,68.87,1012,565.4,27.3,20.91,4099.0,7294.0,54.22,43.14,65.67
2021,Punjab,Rawalpindi,Jhelum,District,Urban,Agriculture,1706028,300.61,5675.2,66.6,75.58,54.0,61888.0,30.03,12.91,456,42,65.16,75.36,2070,551.3,24.0,23.99,1795.0,3375.0,44.21,33.5,64.29
2022,Punjab,Rawalpindi,Jhelum,District,Urban,Agriculture,1563073,289.21,5404.6,81.18,90.04,62.54,81238.0,21.57,10.02,336,20,75.68,79.91,3378,338.4,28.5,22.29,1797.0,2630.0,25.32,38.33,70.17
2023,Punjab,Rawalpindi,Jhelum,District,Urban,Agriculture,1875683,388.17,4832.1,64.65,73.82,51.45,113653.0,26.94,8.99,476,29,64.61,73.23,4834,529.7,18.8,37.46,5326.0,7938.0,31.49,39.33,65.79
2024,Punjab,Rawalpindi,Jhelum,District,Rural,Construction,1752834,1217.42,1439.8,68.96,79.58,49.16,128153.0,18.66,11.36,375,33,64.97,75.58,1067,322.7,27.8,4.48,4012.0,8192.0,10.92,37.25,62.28
2015,Punjab,Rawalpindi,Rawalpindi,District,Rural,Manufacturing,1976862,376.79,5246.6,65.91,68.97,58.16,65822.0,23.4,10.37,440,44,62.51,63.61,4322,302.0,30.6,21.65,2556.0,3716.0,34.18,38.31,64.75
2016,Punjab,Rawalpindi,Rawalpindi,District,Rural,Agriculture,2024933,945.67,2141.3,64.97,75.89,50.32,107098.0,20.45,8.77,760,33,59.9,55.53,1328,515.0,26.0,19.87,2160.0,6487.0,47.75,33.9,63.5
2017,Punjab,Rawalpindi,Rawalpindi,District,Rural,Education,2070968,478.47,4328.3,63.0,74.27,55.96,120009.0,22.81,11.62,758,42,70.24,55.32,2601,357.0,21.1,17.41,5911.0,7979.0,22.67,39.95,64.49
2018,Punjab,Rawalpindi,Rawalpindi,District,Rural,Construction,2087710,442.38,4719.3,64.0,73.71,47.94,120855.0,25.22,11.0,477,28,62.45,65.71,1612,274.4,20.4,10.68,5873.0,4787.0,24.03,45.64,64.27
2019,Punjab,Rawalpindi,Rawalpindi,District,Semi-Urban,Agriculture,2197247,339.08,6480.0,54.7,56.94,42.75,124928.0,38.66,13.08,472,45,54.78,56.91,7235,231.1,24.5,24.25,2928.0,7751.0,36.81,53.37,60.9
2020,Punjab,Rawalpindi,Rawalpindi,District,Urban,Mining,2303388,375.17,6139.5,66.97,69.65,52.07,76911.0,22.84,8.26,1141,44,70.78,60.29,6183,458.8,26.5,14.76,2743.0,5106.0,50.81,45.05,63.2
2021,Punjab,Rawalpindi,Rawalpindi,District,Rural,Education,2334058,492.25,4741.6,61.32,69.2,55.09,116629.0,23.95,9.66,707,27,62.73,56.35,3401,348.6,25.7,25.22,5736.0,4280.0,24.08,37.31,61.09
2022,Punjab,Rawalpindi,Rawalpindi,District,Semi-Urban,Construction,2386511,545.4,4375.7,59.76,70.34,44.27,94647.0,31.56,11.7,578,28,65.38,69.14,3709,391.5,28.7,23.74,2332.0,6279.0,13.02,40.7,60.12
2023,Punjab,Rawalpindi,Rawalpindi,District,Rural,Manufacturing,2352604,544.84,4318.0,59.02,65.79,43.18,79454.0,35.59,10.91,785,25,66.11,63.31,3437,598.2,19.9,40.24,3055.0,4089.0,10.05,33.36,63.1
2024,Punjab,Rawalpindi,Rawalpindi,District,Semi-Urban,Mining,2482559,1120.9,2214.8,69.12,72.44,60.95,140955.0,26.83,9.37,622,50,65.99,64.3,2154,394.9,21.9,27.33,3098.0,9720.0,43.72,42.66,62.71
2015,Punjab,Sargodha,Bhakkar,District,Urban,Healthcare,6142067,1066.65,5758.3,63.25,72.4,54.1,99317.0,31.61,10.15,1528,72,67.95,56.32,2407,453.6,31.7,18.51,4122.0,4958.0,16.72,39.03,63.98
2016,Punjab,Sargodha,Bhakkar,District,Urban,Manufacturing,6334081,896.09,7068.6,64.86,67.33,54.83,61439.0,23.28,9.67,2319,76,59.0,70.67,2138,252.3,19.3,0.0,3043.0,1984.0,21.41,43.87,64.28
2017,Punjab,Sargodha,Bhakkar,District,Urban,Mining,6489337,863.89,7511.8,71.43,80.27,54.91,97021.0,24.77,11.36,1954,96,70.25,72.41,2859,444.4,21.1,22.23,3927.0,6066.0,39.33,33.81,61.94
2018,Punjab,Sargodha,Bhakkar,District,Rural,Education,6799107,2482.3,2739.0,55.54,57.84,36.38,61230.0,35.38,11.77,1479,160,64.16,58.85,2155,582.3,21.1,18.03,1731.0,3356.0,21.16,42.66,61.79
2019,Punjab,Sargodha,Bhakkar,District,Urban,Construction,6643081,5991.78,1108.7,57.71,69.4,39.44,68945.0,33.02,14.79,1442,68,58.24,49.34,792,222.4,23.7,24.94,2937.0,4525.0,28.8,33.48,63.65
2020,Punjab,Sargodha,Bhakkar,District,Urban,Construction,6767358,905.46,7474.0,67.05,71.6,50.61,114338.0,27.09,9.2,3004,95,66.26,64.23,8735,321.3,22.0,24.94,3630.0,4328.0,39.52,44.65,64.92
2021,Punjab,Sargodha,Bhakkar,District,Urban,Healthcare,6822067,1160.29,5879.6,69.48,75.33,51.78,123434.0,23.65,7.08,1842,112,67.07,71.15,2385,266.9,20.7,5.81,3563.0,4428.0,29.52,44.62,67.08
2022,Punjab,Sargodha,Bhakkar,District,Urban,Agriculture,6836089,4465.58,1530.8,58.55,69.05,43.36,97091.0,32.21,8.57,1523,112,62.51,63.68,1194,306.6,20.1,16.16,3378.0,6743.0,38.63,34.62,61.8
2023,Punjab,Sargodha,Bhakkar,District,Urban,Manufacturing,8010689,1324.24,6049.3,68.25,77.08,54.24,117814.0,25.72,11.76,1672,163,65.03,64.23,4862,528.3,19.2,33.49,5201.0,7716.0,21.87,44.34,66.42
2024,Punjab,Sargodha,Bhakkar,District,Rural,Agriculture,7875321,3013.9,2613.0,75.24,86.74,66.56,151932.0,22.56,11.84,2328,80,81.05,77.29,2686,345.9,21.3,22.37,4137.0,5036.0,52.72,35.9,66.64
2015,Punjab,Sargodha,Khushab,District,Rural,Construction,5505838,1554.22,3542.5,54.37,59.06,40.92,86972.0,28.2,13.27,1763,66,54.48,55.55,2342,491.1,30.8,30.37,3597.0,5116.0,24.89,53.95,61.28
2016,Punjab,Sargodha,Khushab,District,Rural,Education,5697216,752.55,7570.6,61.7,66.41,41.83,103081.0,27.05,13.33,1199,94,58.52,71.78,6322,374.6,25.9,17.85,3616.0,7060.0,27.4,39.36,61.72
2017,Punjab,Sargodha,Khushab,District,Rural,Services,5634197,2164.77,2602.7,61.01,72.38,42.13,69156.0,24.6,13.25,2518,92,60.46,62.57,1970,563.3,26.0,20.93,3074.0,2587.0,51.27,37.97,63.36
2018,Punjab,Sargodha,Khushab,District,Rural,Manufacturing,5842453,913.03,6399.0,55.75,66.45,50.55,66325.0,29.53,11.34,1876,92,54.71,56.32,4038,245.1,30.9,8.84,2754.0,4609.0,22.43,40.48,60.25
2019,Punjab,Sargodha,Khushab,District,Rural,Services,5881610,784.38,7498.4,69.55,80.96,51.09,86852.0,27.9,9.99,2058,58,76.9,72.13,7491,433.4,21.5,33.1,4046.0,3347.0,46.75,41.59,64.22
2020,Punjab,Sargodha,Khushab,District,Urban,Mining,6390209,1777.59,3594.9,65.85,75.16,51.17,94818.0,26.14,11.26,1608,94,60.83,74.13,3737,561.5,18.4,30.12,4513.0,3383.0,32.31,41.07,65.21
2021,Punjab,Sargodha,Khushab,District,Rural,Mining,5949712,1288.55,4617.4,60.62,71.59,51.43,90806.0,29.28,13.83,2612,62,58.77,54.66,4699,345.1,31.6,20.46,2524.0,5790.0,29.48,35.76,61.08
2022,Punjab,Sargodha,Khushab,District,Urban,Healthcare,6601333,7635.39,864.6,59.38,69.34,46.44,119485.0,28.86,9.78,1890,84,55.89,63.43,374,526.3,18.4,28.79,5634.0,5796.0,49.39,38.16,64.73
2023,Punjab,Sargodha,Khushab,District,Rural,Manufacturing,6119735,1089.94,5614.8,63.32,71.62,44.45,101643.0,28.14,11.14,1900,118,57.04,59.4,5796,224.8,29.6,0.0,4876.0,3305.0,26.07,37.97,63.21
2024,Punjab,Sargodha,Khushab,District,Urban,Education,7386564,1376.02,5368.1,71.09,76.18,64.17,99149.0,27.13,14.77,1858,172,64.36,63.46,5700,542.5,20.5,28.24,2563.0,4662.0,24.39,34.13,64.51
2015,Punjab,Sargodha,Mianwali,District,Rural,Construction,4306174,668.85,6438.2,57.98,60.34,50.52,90009.0,28.08,16.65,999,81,58.16,65.41,5538,477.7,24.9,33.56,2748.0,3255.0,15.47,50.72,63.38
2016,Punjab,Sargodha,Mianwali,District,Rural,Healthcare,4432728,750.5,5906.3,58.1,69.76,42.31,64858.0,27.4,12.61,1165,86,63.18,66.5,5276,513.6,22.8,19.01,1712.0,2554.0,25.85,43.98,65.38
2017,Punjab,Sargodha,Mianwali,District,Rural,Healthcare,4429550,705.18,6281.4,57.31,64.05,46.86,100272.0,29.9,14.14,1330,54,54.43,59.16,6585,443.2,18.0,12.45,4357.0,3913.0,41.21,35.27,62.37
2018,Punjab,Sargodha,Mianwali,District,Semi-Urban,Agriculture,4511741,1048.13,4304.6,64.29,72.37,56.48,87444.0,33.04,7.04,917,66,59.24,55.63,4253,590.4,18.6,21.03,3866.0,5526.0,45.46,37.05,61.27
2019,Punjab,Sargodha,Mianwali,District,Urban,Manufacturing,4570372,7539.43,606.2,63.28,70.87,44.89,60353.0,30.29,12.84,1925,71,62.27,70.7,567,529.5,25.8,22.02,2952.0,3001.0,35.21,49.63,59.71
2020,Punjab,Sargodha,Mianwali,District,Semi-Urban,Manufacturing,4988254,672.02,7422.8,65.1,68.55,56.16,108807.0,34.14,11.63,1163,69,62.46,63.38,8788,280.1,24.2,28.99,5383.0,3881.0,54.09,44.44,62.68
2021,Punjab,Sargodha,Mianwali,District,Urban,Education,4681751,7471.02,626.7,59.25,62.79,43.14,118714.0,28.44,11.07,2019,61,57.13,53.44,544,424.1,27.4,25.97,3030.0,7048.0,46.71,48.2,58.75
2022,Punjab,Sargodha,Mianwali,District,Urban,Healthcare,4907314,2620.3,1872.8,62.69,71.05,45.2,67504.0,31.16,10.51,1051,49,61.49,60.72,1908,219.7,23.5,12.55,1485.0,3774.0,42.49,34.89,63.8
2023,Punjab,Sargodha,Mianwali,District,Urban,Services,5177011,919.94,5627.6,67.86,77.59,48.62,87997.0,22.85,9.78,1489,111,64.62,67.4,2440,326.1,30.0,35.19,4105.0,2892.0,39.39,44.25,67.16
2024,Punjab,Sargodha,Mianwali,District,Rural,Construction,5587687,1023.72,5458.2,62.8,67.93,52.0,82027.0,26.49,10.32,1584,97,62.51,64.79,1858,488.0,27.2,38.1,2424.0,4327.0,22.46,45.84,65.46
2015,Punjab,Sargodha,Sargodha,District,Rural,Agriculture,5322575,1631.61,3262.2,67.16,69.33,55.73,95859.0,20.79,11.17,1620,63,61.52,68.41,2670,567.3,22.8,29.94,2998.0,6652.0,52.0,44.16,62.92
2016,Punjab,Sargodha,Sargodha,District,Urban,Healthcare,5454433,1291.03,4224.9,61.42,70.09,41.78,84108.0,31.47,10.82,1235,125,67.33,68.43,3746,207.3,20.4,17.61,1925.0,4976.0,13.2,39.5,64.83
2017,Punjab,Sargodha,Sargodha,District,Semi-Urban,Mining,5453724,721.77,7556.0,64.46,70.52,49.75,76288.0,22.44,10.06,1468,64,64.47,73.73,5494,361.4,25.4,26.88,1696.0,3590.0,35.49,47.82,65.67
2018,Punjab,Sargodha,Sargodha,District,Rural,Mining,5855679,903.07,6484.2,65.95,73.71,55.86,72918.0,24.39,8.37,1181,114,65.92,63.84,4718,505.9,24.4,19.58,2650.0,3215.0,33.87,47.24,64.06
2019,Punjab,Sargodha,Sargodha,District,Rural,Mining,6014288,796.04,7555.3,64.43,69.71,47.88,129035.0,27.84,13.83,1483,63,68.46,60.94,6836,246.1,19.3,12.78,5622.0,7159.0,18.48,34.92,61.1
2020,Punjab,Sargodha,Sargodha,District,Urban,Services,5721006,6789.66,842.6,64.34,71.97,44.45,68952.0,30.68,10.11,2420,129,70.54,70.18,616,394.5,23.3,25.46,2850.0,2072.0,30.52,41.45,61.34
2021,Punjab,Sargodha,Sargodha,District,Rural,Healthcare,6012499,1734.05,3467.3,64.99,75.84,46.14,106469.0,20.82,15.92,2053,75,65.02,63.26,1668,429.0,26.3,28.16,4974.0,5011.0,14.01,42.06,65.73
2022,Punjab,Sargodha,Sargodha,District,Rural,Manufacturing,6761055,2269.04,2979.7,63.07,67.79,52.28,84211.0,27.34,11.98,3267,123,61.48,58.02,3476,279.7,26.2,39.85,2799.0,2897.0,29.2,45.56,65.57
2023,Punjab,Sargodha,Sargodha,District,Rural,Manufacturing,6529448,4267.2,1530.1,65.31,70.81,57.62,120603.0,28.61,12.09,1597,122,61.87,69.41,1096,437.4,28.1,18.08,4852.0,5676.0,17.27,41.08,64.84
2024,Punjab,Sargodha,Sargodha,District,Urban,Manufacturing,6132847,2148.03,2855.1,54.81,59.63,44.58,73496.0,30.07,14.12,2136,85,62.08,63.4,1623,505.4,26.6,16.86,2198.0,2974.0,39.59,51.14,63.71
2015,Sindh,Hyderabad,Badin,District,Rural,Education,3594716,1281.34,2805.4,65.34,74.87,51.5,89720.0,27.21,15.66,1296,80,72.26,67.78,3227,179.1,31.0,10.07,2490.0,4767.0,20.91,44.27,66.93
